Message,Word_Count,Text_Length,Count_A,Count_Exclamation,Avg_Word_Length,Punctuation_Count,Uppercase_Word_Count,Keyword_Presence,and,are,call,can,for,have,in,is,it,me,my,now,of,on,so,that,the,to,you,your,Label
"Good stuff, will do.",4,20,0,0,4.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",46,244,10,0,4.326086957,9,2,0,0,0,0,0,0.174783855,0.367231758,0.321004451,0,0,0,0,0,0,0.188236202,0.584331803,0.37121914,0.147079196,0.240634188,0.37058104,0,ham
Are you there in room.,5,22,0,0,3.6,1,0,0,0,0.690390661,0,0,0,0,0.573303239,0,0,0,0,0,0,0,0,0,0,0,0.441230248,0,ham
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,27,107,0,2,3,4,26,0,0,0,0.47266783,0,0,0,0,0,0,0.881240672,0,0,0,0,0,0,0,0,0,0,ham
K..k:)how much does it cost?,5,28,0,0,4.8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ham
I'm home.,2,9,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Dear, will call Tmorrow.pls accomodate.",5,39,4,0,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
First answer my question.,4,25,1,0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,25,125,4,1,4.04,5,2,0,0,0,0,0,0,0,0.538147517,0.551786545,0,0,0,0,0,0,0,0,0.493141475,0.403410888,0,0,spam
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,28,162,7,1,4.821428571,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774009989,0.633173386,0,0,spam
I only haf msn. It's yijue@hotmail.com,6,38,2,0,5.5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ham
He is there. You call and meet him,8,34,2,0,3.375,1,0,0,0.507228832,0,0.570244255,0,0,0,0,0.51678896,0,0,0,0,0,0,0,0,0,0,0.387904077,0,ham
No no. I will check all rooms befor activities,9,46,2,0,4.222222222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,32,155,5,0,3.875,4,2,1,0,0,0,0,0.610681541,0,0,0,0,0,0,0,0,0,0,0,0.513883563,0.420378806,0.431594021,0,spam
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,20,85,3,0,3.3,12,3,0,0,0,0,0,0,0,0.800142536,0,0,0,0,0,0,0,0,0,0,0.599809905,0,0,ham
"K, text me when you're on the way",8,33,1,0,3.25,2,1,0,0,0,0,0,0,0,0,0,0,0.532708187,0,0,0,0.592359715,0,0,0.462842905,0,0.38872664,0,ham
"Sir, Waiting for your mail.",5,27,2,0,4.6,2,0,0,0,0,0,0,0.700372371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713777656,ham
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",26,156,3,0,5.038461538,9,1,0,0,0,0,0,0,0,0.662052018,0,0,0,0,0,0.749457887,0,0,0,0,0,0,0,ham
I know you are. Can you pls open the back?,10,42,3,0,3.3,2,1,0,0,0.485696989,0,0.492017267,0,0,0,0,0,0,0,0,0,0,0,0,0.369594149,0,0.62082011,0,ham
Yes see ya not on the dot,7,25,1,0,2.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787984438,0,0,0.615695156,0,0,0,ham
Whats the staff name who is taking class for us?,10,48,5,0,3.9,1,0,0,0,0,0,0,0.620812723,0,0,0.58453446,0,0,0,0,0,0,0,0,0.52240887,0,0,0,ham
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",29,159,6,0,4.517241379,7,0,1,0.35892295,0,0,0,0,0,0,0,0,0,0.39054676,0,0,0,0,0,0,0.802062641,0.274486911,0,spam
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,15,84,7,0,4.666666667,3,0,0,0,0,0.584038198,0,0,0,0.516206889,0,0,0,0,0,0,0,0.6264422,0,0,0,0,0,ham
K..i deleted my contact that why?,6,33,2,0,4.666666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0.68757277,0,0,0,0,0.726115477,0,0,0,0,ham
Sindu got job in birla soft ..,7,30,1,0,3.428571429,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
The wine is flowing and i'm i have nevering..,9,45,2,0,4.111111111,3,0,0,0.490325846,0,0,0,0,0.557382711,0,0.499567391,0,0,0,0,0,0,0,0,0.446472285,0,0,0,ham
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,15,59,3,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ham
Ok... Ur typical reply...,4,25,1,0,5.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,26,160,8,0,5.192307692,6,0,0,0,0,0,0,0.303985304,0,0,0,0,0,0,0,0,0,0,0,0,0.209256332,0,0.929410954,ham
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",80,384,13,0,3.8125,16,2,0,0.404326407,0.362863606,0,0,0.109378484,0,0,0.102986764,0,0.105934542,0.549938254,0,0.341104949,0.235593733,0,0.116153139,0.184082214,0,0.386511599,0,ham
Aaooooright are you at work?,5,28,3,0,4.8,1,0,0,0,0.842614671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538516961,0,ham
I'm leaving my house now...,5,27,1,0,4.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0.680934788,0.732344055,0,0,0,0,0,0,0,0,ham
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",33,157,6,0,3.787878788,8,0,0,0,0.616460752,0,0,0,0,0,0,0,0.269954688,0.140141644,0,0.144873866,0,0,0.14799745,0,0.095935911,0.689467581,0,ham
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,19,124,9,0,5.578947368,2,0,0,0,0,0.397706888,0,0.382794697,0.402137741,0,0,0,0,0,0.413987832,0,0,0,0,0,0.263506863,0.541073837,0,spam
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,27,145,11,0,4.407407407,3,1,0,0,0.608757519,0,0,0,0.578313064,0,0,0,0,0,0,0,0,0,0,0,0.37894842,0.389058321,0,spam
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,24,115,8,0,3.833333333,1,3,0,0.537590996,0,0,0,0.290858511,0,0.267092394,0,0,0.281700404,0,0,0,0,0,0.308873626,0,0,0.616685387,0,ham
New car and house for my parents.:)i have only new job in hand:),13,64,5,0,4,5,0,0,0.421282611,0,0,0,0.455861924,0.478897137,0.41861334,0,0,0,0.458400776,0,0,0,0,0,0,0,0,0,ham
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,19,85,4,0,3.526315789,5,0,0,0,0,0,0,0,0,0.273853155,0,0,0.288830929,0,0,0,0,0.664668281,0,0,0,0.6322952,0,ham
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,24,152,1,0,5.375,13,8,0,0,0,0,0,0,0,0,0.519774592,0,0,0,0,0,0,0,0,0,0.760013928,0.390145105,0,spam
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",30,155,7,0,4.2,6,5,0,0,0,0,0,0,0,0,0.377106208,0,0,0,0,0,0.862672602,0,0,0.337026543,0,0,0,spam
I place all ur points on e cultures module already.,10,51,4,0,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ham
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,27,156,10,1,4.814814815,5,3,0,0,0.41780442,0.392536435,0,0,0.396909683,0,0,0,0,0,0,0,0,0,0.401219307,0,0.260081099,0.534039518,0,spam
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",13,74,2,0,4.769230769,3,0,0,0,0,0,0,0,0,0,0.807264081,0,0,0,0,0,0,0,0,0,0.590190396,0,0,ham
Great escape. I fancy the bridge but needs her lager. See you tomo,13,66,4,0,4.153846154,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765754892,0,0.643132525,0,ham
Yes :)it completely in out of form:)clark also utter waste.,10,59,3,0,5,5,0,0,0,0,0,0,0,0,0.53610375,0,0.586760174,0,0,0,0.606881593,0,0,0,0,0,0,0,ham
"Sir, I need AXIS BANK account no and bank address.",10,50,4,0,4.1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...",20,93,6,0,3.7,12,0,1,0,0,0.505170757,0.544685974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66941743,0,0,ham
What time you coming down later?,6,32,2,0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",21,104,5,0,4,6,0,0,0.600969457,0,0,0,0,0,0,0,0,0,0.653919385,0,0,0,0,0,0,0,0.459592373,0,ham
"Well, i'm gonna finish my bath now. Have a good...fine night.",11,61,4,0,4.636363636,7,0,0,0,0,0,0,0,0.579669975,0,0,0,0,0.55486063,0.596751541,0,0,0,0,0,0,0,0,ham
Let me know when you've got the money so carlos can make the call,14,65,4,0,3.714285714,1,0,0,0,0,0.370910692,0.399923885,0,0,0,0,0,0.345762465,0,0,0,0,0.397840605,0,0.600830653,0,0.252309021,0,ham
U still going to the mall?,6,26,1,0,3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774009989,0.633173386,0,0,ham
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",30,146,8,0,3.866666667,14,0,1,0.578672142,0.346220375,0,0,0.313085075,0,0,0,0,0,0.314828754,0,0,0,0.348898675,0.332476853,0.263458551,0.2155204,0,0,ham
Text her. If she doesnt reply let me know so i can have her log in,16,66,2,0,3.1875,1,0,0,0,0,0,0.482888835,0,0.452846375,0.39584186,0,0,0.417491528,0,0,0,0,0.480373375,0,0,0,0,0,ham
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,25,126,1,1,4.08,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392284012,0.641810311,0.65893306,0,ham
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,31,159,8,0,4.161290323,3,1,0,0.21173144,0,0,0,0,0.24068779,0.210389897,0,0.230269631,0,0.460773144,0,0.476332263,0,0,0,0.578384073,0,0.161921964,0,ham
Lol no. U can trust me.,6,23,1,0,3,2,1,0,0,0,0,0.756473271,0,0,0,0,0,0.65402461,0,0,0,0,0,0,0,0,0,0,ham
ok. I am a gentleman and will treat you with dignity and respect.,13,65,6,0,4.076923077,2,1,0,0.934044707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357156107,0,ham
"He will, you guys close?",5,24,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
Going on nothing great.bye,4,26,1,0,5.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ham
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,32,152,6,1,3.78125,7,0,0,0,0.343698796,0,0,0.310804826,0,0,0,0,0.301018681,0.312535806,0.336131658,0,0,0,0.660110742,0,0,0.219658686,0,ham
"Haha awesome, be there in a minute",7,34,4,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,24,147,10,1,5.166666667,2,2,1,0,0,0.530025567,0,0,0.535930581,0,0,0,0,0,0,0,0.549416194,0,0,0,0,0.360545637,0,spam
Have you got Xmas radio times. If not i will get it now,13,55,3,0,3.307692308,1,0,0,0,0,0,0,0,0.540130693,0,0,0.516751164,0,0,0.556047124,0,0,0,0,0,0,0.363371249,0,ham
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,19,88,2,0,3.684210526,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ham
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,10,72,1,0,6.3,5,0,0,0,0.842614671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538516961,0,spam
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,38,185,16,0,3.894736842,8,0,0,0,0,0,0,0,0.617319906,0.269805693,0,0,0.2845621,0,0,0.305426158,0,0,0.312011365,0.247241459,0.202254123,0.415300053,0,ham
Hi :)finally i completed the course:),6,37,1,0,5.333333333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ham
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,22,111,3,0,4.090909091,2,1,0,0,0,0,0,0.457793103,0,0,0,0.460109048,0,0,0,0,0.493027431,0,0.486147767,0,0.315134002,0,0,ham
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,19,92,4,0,3.894736842,3,0,0,0,0.384546021,0,0,0.347742735,0,0.319328595,0,0,0,0,0,0,0,0,0,0.29262269,0,0.737292722,0,ham
Gud mrng dear hav a nice day,7,28,4,0,3.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Did u got that persons story,6,28,1,0,3.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ham
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,14,63,4,0,3.571428571,2,0,0,0,0,0,0,0,0,0,0.491724181,0,0,0,0,0,0,0.581981273,0,0,0,0.369090343,0.532238148,ham
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,30,131,7,1,3.4,5,1,0,0,0,0,0.707722652,0.315884204,0.331846187,0,0.297424966,0,0,0,0,0,0,0,0,0,0.217447255,0.223248493,0.321930299,ham
"Found it, ENC  &lt;#&gt; , where you at?",8,40,1,0,4,8,1,0,0,0,0,0,0,0,0,0,0.818006377,0,0,0,0,0,0,0,0,0,0.575209152,0,ham
I sent you  &lt;#&gt;  bucks,5,28,0,0,4.4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,18,84,3,0,3.722222222,0,0,0,0,0,0,0.522057792,0,0,0,0,0,0.45135586,0,0.504005245,0,0,0.519338293,0,0,0,0,0,ham
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,26,174,10,0,5.653846154,16,3,0,0,0,0,0,0,0,0,0.524428029,0,0,0,0,0,0,0,0,0,0,0,0.85145478,ham
Goodmorning sleeping ga.,3,24,1,0,7.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
U call me alter at 11 ok.,7,25,3,0,2.714285714,1,1,0,0,0,0.731469123,0,0,0,0,0,0,0.681874565,0,0,0,0,0,0,0,0,0,0,ham
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,13,63,4,0,3.923076923,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",32,156,8,2,3.90625,13,3,0,0,0,0,0,0,0,0,0,0,0.67354527,0.699315449,0,0,0,0,0,0,0.239363056,0,0,ham
"Aight yo, dats straight dogg",5,28,2,0,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,13,86,2,0,5.538461538,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765754892,0,0.643132525,0,ham
Both :) i shoot big loads so get ready!,9,39,2,1,3.444444444,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
"What's up bruv, hope you had a great break. Do have a rewarding semester.",14,73,8,0,4.285714286,4,0,0,0,0,0,0,0,0.829714568,0,0,0,0,0,0,0,0,0,0,0,0,0.558187904,0,ham
Home so we can always chat,6,26,4,0,3.5,0,0,0,0,0,0,0.7089509,0,0,0,0,0,0,0,0,0,0,0.70525784,0,0,0,0,0,ham
K:)k:)good:)study well.,2,23,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Yup... How ü noe leh...,5,23,0,0,3.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Sounds great! Are you home now?,6,31,1,1,4.333333333,2,0,0,0,0.650269435,0,0,0,0,0,0,0,0,0,0.635952601,0,0,0,0,0,0,0.415588681,0,ham
Finally the match heading towards draw as your prediction.,9,58,6,0,5.555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636698588,0,0,0.771112773,ham
Tired. I haven't slept well the past few nights.,9,48,2,0,4.444444444,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ham
Easy ah?sen got selected means its good..,7,41,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
I have to take exam with march 3,8,32,4,0,3.125,0,1,0,0,0,0,0,0,0.836425555,0,0,0,0,0,0,0,0,0,0,0,0.548080551,0,0,ham
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,35,159,8,0,3.571428571,5,1,0,0,0.261708623,0,0.53022837,0,0,0,0,0,0.229209951,0,0.255946644,0,0,0,0,0,0.16291227,0.669034314,0.241191344,ham
Ok no prob. Take ur time.,6,25,1,0,3.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,30,161,9,0,4.4,5,0,0,0.271228387,0,0,0.328776008,0,0,0.539019737,0.276340436,0.294975847,0,0,0,0,0,0,0.311669266,0.246970375,0.404064729,0.207422352,0,ham
"Sorry, I'll call later",4,22,2,0,4.75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,26,119,6,0,3.615384615,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682117662,0,0.731242432,0,0,0,0,0,ham
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",21,142,1,2,5.80952381,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,spam
Would really appreciate if you call me. Just need someone to talk to.,13,69,5,0,4.384615385,2,0,0,0,0,0.494607525,0,0,0,0,0,0,0.461072492,0,0,0,0,0,0,0,0.655419765,0.336452799,0,ham
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",30,137,6,0,3.6,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,spam
Hey company elama po mudyadhu.,5,30,4,0,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",27,165,10,0,5.148148148,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ham
Dear good morning now only i am up,8,34,2,0,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ham
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,20,109,8,0,4.5,7,0,0,0.849548919,0,0,0,0,0,0.422083064,0,0,0,0,0,0,0,0,0,0,0.316405629,0,0,ham
Dear we are going to our rubber place,8,37,3,0,3.75,0,0,0,0,0.84895277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528468726,0,0,ham
"Sorry battery died, yeah I'm here",6,33,2,0,4.666666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Yes:)here tv is always available in work place..,8,48,6,0,5.125,4,0,0,0,0,0,0,0,0,0.698203647,0.715899202,0,0,0,0,0,0,0,0,0,0,0,0,ham
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,34,157,5,0,3.647058824,8,5,0,0,0,0,0.85199512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523549726,0,0,spam
I have printed it oh. So  &lt;#&gt;  come upstairs,9,50,2,0,4.444444444,6,1,0,0,0,0,0,0,0.573485389,0,0,0.548662105,0,0,0,0,0,0.608345628,0,0,0,0,0,ham
Or ill be a little closer like at the bus stop on the same street,15,65,3,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539002568,0,0,0.842304121,0,0,0,ham
Where are you?when wil you reach here?,7,38,2,0,4.571428571,2,0,0,0,0.616180617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78760488,0,ham
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",27,145,5,1,4.407407407,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798036475,0,0.602609148,0,0,0,ham
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,25,145,8,0,4.84,3,2,0,0,0,0.444172557,0,0,0.449121084,0,0.402535356,0,0,0,0,0,0.46042231,0.476421636,0,0,0,0,0,spam
Tomarrow final hearing on my laptop case so i cant.,10,51,6,0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.544315861,0,0,0.582962745,0.603220259,0,0,0,0,0,ham
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,7,45,0,0,5.571428571,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ham
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",16,83,5,0,4.25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434466505,0,0.85680799,0,0.277702942,0,0,ham
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",32,155,10,0,3.875,9,0,0,0,0,0,0,0,0,0,0,0.68074935,0,0,0.732516431,0,0,0,0,0,0,0,0,ham
U don't remember that old commercial?,6,37,2,0,5.333333333,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ham
Too late. I said i have the website. I didn't i have or dont have the slippers,17,78,5,0,3.647058824,3,2,0,0,0,0,0,0,0.882104811,0,0,0,0,0,0,0,0,0,0,0.471053184,0,0,0,ham
I asked you to call him now ok,8,30,2,0,2.875,0,1,0,0,0,0.578772701,0,0,0,0,0,0,0,0,0.602465943,0,0,0,0,0,0.383474824,0.393705484,0,ham
